"","X1","Date","Block","IUCR","Description","Arrest","Domestic","Beat","District","Ward","Year","Latitude","Longitude","date.only","hr","day.of.week","street.type","Primary.Type","Community.Area","FBI.Code","Location.Description"
"3842",3856,2018-08-10 00:01:00,"066XX N ARTESIAN AVE","0810","OVER $500","No","No","2412","024","50",2018,42.002078969,-87.691217408,2018-08-10,"0","Friday","AVE","THEFT","2","06","STREET"
"3843",3857,2018-01-20 14:40:00,"060XX S LA SALLE ST","031A","ARMED: HANDGUN","No","No","0311","003","20",2018,41.784255275,-87.629002357,2018-01-20,"14","Saturday","ST","ROBBERY","68","03","STREET"
"3844",3858,2018-01-01 12:53:00,"006XX S WABASH AVE","0620","UNLAWFUL ENTRY","No","No","0123","001","2",2018,41.873968788,-87.625987769,2018-01-01,"12","Monday","AVE","BURGLARY","32","05","RESIDENCE"
"3845",3859,2018-11-01 22:00:00,"0000X E 110TH PL","1220","THEFT OF LOST/MISLAID PROP","No","No","0513","005","9",2018,NA,NA,2018-11-01,"22","Thursday","PL","DECEPTIVE PRACTICE","49","11","NURSING HOME/RETIREMENT HOME"
"3846",3860,2018-01-27 12:47:00,"003XX N JEFFERSON ST","0890","FROM BUILDING","No","No","1214","012","42",2018,41.887666267,-87.64282944,2018-01-27,"12","Saturday","ST","THEFT","28","06","PARKING LOT/GARAGE(NON.RESID.)"
"3847",3861,2018-01-25 19:30:00,"0000X W HUBBARD ST","0890","FROM BUILDING","No","No","1831","018","42",2018,41.890034161,-87.630103892,2018-01-25,"19","Thursday","ST","THEFT","8","06","RESTAURANT"
"3848",3862,2018-12-22 11:48:00,"043XX W WALTON ST","1320","TO VEHICLE","No","No","1111","011","37",2018,41.897958998,-87.734572163,2018-12-22,"11","Saturday","ST","CRIMINAL DAMAGE","23","14","STREET"
"3849",3863,2018-10-13 03:38:00,"038XX W LEXINGTON ST","0326","AGGRAVATED VEHICULAR HIJACKING","No","No","1133","011","24",2018,41.8716728,-87.72173192,2018-10-13,"3","Saturday","ST","ROBBERY","26","03","STREET"
"3850",3864,2018-07-19 15:30:00,"065XX N NEWGARD AVE","0620","UNLAWFUL ENTRY","No","No","2432","024","40",2018,42.00059524,-87.666818402,2018-07-19,"15","Thursday","AVE","BURGLARY","1","05","APARTMENT"
"3851",3865,2018-08-02 09:00:00,"034XX N CLAREMONT AVE","1154","FINANCIAL IDENTITY THEFT $300 AND UNDER","No","No","1921","019","32",2018,41.943754482,-87.686958339,2018-08-02,"9","Thursday","AVE","DECEPTIVE PRACTICE","5","11","RESIDENCE"
"3852",3866,2018-03-17 23:44:00,"038XX W 16TH ST","0470","RECKLESS CONDUCT","Yes","No","1014","010","24",2018,41.858903156,-87.721615004,2018-03-17,"23","Saturday","ST","PUBLIC PEACE VIOLATION","29","24","STREET"
"3853",3867,2018-07-09 21:30:00,"072XX S SPAULDING AVE","1310","TO PROPERTY","No","No","0831","008","18",2018,41.761817879,-87.705186259,2018-07-09,"21","Monday","AVE","CRIMINAL DAMAGE","66","14","ALLEY"
"3854",3868,2018-12-01 13:05:00,"004XX S KEDZIE AVE","041A","AGGRAVATED: HANDGUN","No","No","1134","011","28",2018,41.875292483,-87.705963666,2018-12-01,"13","Saturday","AVE","BATTERY","27","04B","PARKING LOT/GARAGE(NON.RESID.)"
"3855",3869,2018-10-16 21:34:00,"039XX N LINCOLN AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1922","019","47",2018,41.953527042,-87.678315876,2018-10-16,"21","Tuesday","AVE","BATTERY","5","08B","STREET"
"3856",3870,2018-09-20 11:03:00,"064XX S EBERHART AVE","2017","MANU/DELIVER:CRACK","Yes","No","0312","003","20",2018,41.777790245,-87.613150607,2018-09-20,"11","Thursday","AVE","NARCOTICS","42","18","APARTMENT"
"3857",3871,2018-12-11 12:00:00,"010XX E 132ND ST","1350","TO STATE SUP LAND","No","No","0533","005","9",2018,41.655846071,-87.595782366,2018-12-11,"12","Tuesday","ST","CRIMINAL TRESPASS","54","26","CHA APARTMENT"
"3858",3872,2018-04-14 18:10:00,"001XX S SEELEY AVE","0910","AUTOMOBILE","No","No","1223","012","2",2018,41.879616661,-87.677822731,2018-04-14,"18","Saturday","AVE","MOTOR VEHICLE THEFT","28","07","PARKING LOT/GARAGE(NON.RESID.)"
"3859",3873,2018-01-13 19:58:00,"018XX W 57TH ST","2820","TELEPHONE THREAT","No","Yes","0715","007","15",2018,41.790314426,-87.670944722,2018-01-13,"19","Saturday","ST","OTHER OFFENSE","67","26","OTHER"
"3860",3874,2018-02-17 18:00:00,"024XX N CICERO AVE","0313","ARMED: OTHER DANGEROUS WEAPON","No","No","2521","025","31",2018,41.924474033,-87.746310985,2018-02-17,"18","Saturday","AVE","ROBBERY","19","03","STREET"
"3861",3875,2018-06-17 20:26:00,"011XX E 91ST ST","0486","DOMESTIC BATTERY SIMPLE","Yes","No","0413","004","8",2018,41.729481961,-87.595790607,2018-06-17,"20","Sunday","ST","BATTERY","47","08B","RESIDENCE"
"3862",3876,2018-05-07 12:20:00,"110XX S ARTESIAN AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","2212","022","19",2018,41.692935267,-87.6824677,2018-05-07,"12","Monday","AVE","BATTERY","75","08B","RESIDENCE"
"3863",3877,2018-06-12 12:10:00,"011XX W ARMITAGE AVE","0810","OVER $500","No","No","1811","018","32",2018,41.918060574,-87.656519195,2018-06-12,"12","Tuesday","AVE","THEFT","7","06","ALLEY"
"3864",3878,2018-07-16 00:30:00,"001XX S KENTON AVE","2024","POSS: HEROIN(WHITE)","Yes","No","1113","011","28",2018,41.879148115,-87.740567984,2018-07-16,"0","Monday","AVE","NARCOTICS","26","18","STREET"
"3865",3879,2018-06-15 08:20:00,"004XX W DIVISION ST","0860","RETAIL THEFT","Yes","No","1821","018","27",2018,41.903775756,-87.639324074,2018-06-15,"8","Friday","ST","THEFT","8","06","GROCERY FOOD STORE"
"3866",3880,2018-01-31 13:00:00,"016XX E 56TH ST","1320","TO VEHICLE","No","No","0235","002","5",2018,41.79340561,-87.5848746,2018-01-31,"13","Wednesday","ST","CRIMINAL DAMAGE","41","14","STREET"
"3867",3881,2018-02-04 23:00:00,"029XX E 78TH ST","0486","DOMESTIC BATTERY SIMPLE","Yes","No","0421","004","7",2018,41.754023313,-87.553664045,2018-02-04,"23","Sunday","ST","BATTERY","43","08B","APARTMENT"
"3868",3882,2018-05-20 00:01:00,"022XX N KEDZIE BLVD","0890","FROM BUILDING","No","No","1414","014","26",2018,41.922022261,-87.707130238,2018-05-20,"0","Sunday","BLVD","THEFT","22","06","OTHER"
"3869",3883,2018-08-06 15:00:00,"026XX N NARRAGANSETT AVE","0890","FROM BUILDING","No","No","2512","025","36",2018,41.927983218,-87.785603309,2018-08-06,"15","Monday","AVE","THEFT","19","06","SMALL RETAIL STORE"
"3870",3884,2018-07-19 13:00:00,"033XX W WARNER AVE","1320","TO VEHICLE","No","No","1724","017","33",2018,41.956634202,-87.711508441,2018-07-19,"13","Thursday","AVE","CRIMINAL DAMAGE","16","14","STREET"
"3871",3885,2018-04-10 11:09:00,"055XX N ARTESIAN AVE","0610","FORCIBLE ENTRY","No","No","2011","020","40",2018,41.981889308,-87.690614835,2018-04-10,"11","Tuesday","AVE","BURGLARY","4","05","APARTMENT"
"3872",3886,2018-04-14 20:32:00,"023XX N KENMORE AVE","1330","TO LAND","Yes","No","1811","018","32",2018,41.924175435,-87.654782621,2018-04-14,"20","Saturday","AVE","CRIMINAL TRESPASS","7","26","SCHOOL, PRIVATE, BUILDING"
"3873",3887,2018-04-28 09:56:00,"0000X N STATE ST","0860","RETAIL THEFT","No","No","0112","001","42",2018,41.882394062,-87.627844798,2018-04-28,"9","Saturday","ST","THEFT","32","06","DEPARTMENT STORE"
"3874",3888,2018-04-19 20:18:00,"058XX S CLAREMONT AVE","031A","ARMED: HANDGUN","No","No","0824","008","16",2018,41.787880269,-87.682472605,2018-04-19,"20","Thursday","AVE","ROBBERY","63","03","RESIDENTIAL YARD (FRONT/BACK)"
"3875",3889,2018-07-13 18:00:00,"005XX W 123RD ST","0610","FORCIBLE ENTRY","No","No","0523","005","34",2018,41.670593743,-87.636164884,2018-07-13,"18","Friday","ST","BURGLARY","53","05","RESIDENCE"
"3876",3890,2018-01-21 19:15:00,"0000X E 58TH ST","0325","VEHICULAR HIJACKING","No","No","0232","002","20",2018,41.789203994,-87.624665256,2018-01-21,"19","Sunday","ST","ROBBERY","40","03","STREET"
"3877",3891,2018-06-24 21:50:00,"042XX S WESTERN AVE","0460","SIMPLE","No","No","0921","009","12",2018,41.816778945,-87.6846563,2018-06-24,"21","Sunday","AVE","BATTERY","58","08B","STREET"
"3878",3892,2018-11-12 19:00:00,"080XX S MORGAN ST","1310","TO PROPERTY","No","No","0612","006","21",2018,41.74825465,-87.648825527,2018-11-12,"19","Monday","ST","CRIMINAL DAMAGE","71","14","RESIDENCE"
"3879",3893,2018-10-20 15:00:00,"044XX N MAGNOLIA AVE","1310","TO PROPERTY","No","No","1913","019","46",2018,41.962545826,-87.660979218,2018-10-20,"15","Saturday","AVE","CRIMINAL DAMAGE","3","14","RESIDENCE PORCH/HALLWAY"
"3880",3894,2018-09-06 13:50:00,"041XX W 14TH ST","2024","POSS: HEROIN(WHITE)","Yes","No","1011","010","24",2018,41.862477069,-87.727997999,2018-09-06,"13","Thursday","ST","NARCOTICS","29","18","SIDEWALK"
"3881",3895,2018-12-19 20:40:00,"105XX S MICHIGAN AVE","1506","SOLICIT ON PUBLIC WAY","Yes","No","0512","005","9",2018,41.702925956,-87.620702711,2018-12-19,"20","Wednesday","AVE","PROSTITUTION","49","16","SIDEWALK"
"3882",3896,2018-10-29 17:40:00,"0000X W HURON ST","0810","OVER $500","No","No","1832","018","2",2018,41.89486351,-87.629125336,2018-10-29,"17","Monday","ST","THEFT","8","06","SIDEWALK"
"3883",3897,2018-07-27 02:30:00,"065XX S DR MARTIN LUTHER KING JR DR","0820","$500 AND UNDER","No","No","0312","003","20",2018,41.775760552,-87.61551597,2018-07-27,"2","Friday","DR","THEFT","69","06","APARTMENT"
"3884",3898,2018-11-29 15:52:00,"027XX W PETERSON AVE","0860","RETAIL THEFT","No","No","2413","024","40",2018,41.990447044,-87.698746362,2018-11-29,"15","Thursday","AVE","THEFT","2","06","GAS STATION"
"3885",3899,2018-10-01 20:17:00,"050XX W WELLINGTON AVE","0620","UNLAWFUL ENTRY","No","No","2521","025","31",2018,41.935108873,-87.752435671,2018-10-01,"20","Monday","AVE","BURGLARY","19","05","APARTMENT"
"3886",3900,2018-06-01 15:00:00,"065XX S HONORE ST","0496","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","No","Yes","0726","007","15",2018,41.775208199,-87.670183656,2018-06-01,"15","Friday","ST","BATTERY","67","04B","APARTMENT"
"3887",3901,2018-11-01 12:00:00,"075XX S HARVARD AVE","0460","SIMPLE","No","No","0623","006","6",2018,41.757423116,-87.632847291,2018-11-01,"12","Thursday","AVE","BATTERY","69","08B","SCHOOL, PUBLIC, GROUNDS"
"3888",3902,2018-06-20 23:00:00,"070XX S VINCENNES AVE","0820","$500 AND UNDER","No","No","0731","007","6",2018,41.766547544,-87.627407259,2018-06-20,"23","Wednesday","AVE","THEFT","69","06","STREET"
"3889",3903,2018-11-03 22:00:00,"023XX N KILDARE AVE","1320","TO VEHICLE","No","No","2522","025","31",2018,41.923359837,-87.73408486,2018-11-03,"22","Saturday","AVE","CRIMINAL DAMAGE","20","14","STREET"
"3890",3904,2018-12-12 00:15:00,"003XX E WACKER DR","1330","TO LAND","Yes","No","0114","001","42",2018,41.887640628,-87.619340283,2018-12-12,"0","Wednesday","DR","CRIMINAL TRESPASS","32","26","HOTEL/MOTEL"
"3891",3905,2018-02-05 12:55:00,"036XX W 69TH PL","0486","DOMESTIC BATTERY SIMPLE","Yes","Yes","0833","008","13",2018,41.766954926,-87.713724731,2018-02-05,"12","Monday","PL","BATTERY","65","08B","RESIDENCE"
"3892",3906,2018-06-29 23:44:00,"041XX N KENMORE AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1915","019","46",2018,41.957243439,-87.656211369,2018-06-29,"23","Friday","AVE","BATTERY","3","08B","APARTMENT"
"3893",3907,2018-03-06 11:48:00,"063XX S ELLIS AVE","0560","SIMPLE","No","No","0314","003","20",2018,41.779833955,-87.60044214,2018-03-06,"11","Tuesday","AVE","ASSAULT","42","08A","RESIDENTIAL YARD (FRONT/BACK)"
"3894",3908,2018-02-18 21:16:00,"057XX S CICERO AVE","0810","OVER $500","No","No","0813","008","23",2018,41.788987036,-87.74147999,2018-02-18,"21","Sunday","AVE","THEFT","56","06","AIRPORT PARKING LOT"
"3895",3909,2018-12-26 13:55:00,"010XX E 49TH ST","0820","$500 AND UNDER","No","No","0222","002","4",2018,41.805960523,-87.600599261,2018-12-26,"13","Wednesday","ST","THEFT","39","06","RESIDENCE PORCH/HALLWAY"
"3896",3910,2018-03-20 00:00:00,"061XX S TALMAN AVE","1710","ENDANGERING LIFE/HEALTH CHILD","No","No","0825","008","15",2018,41.782268452,-87.689825703,2018-03-20,"0","Tuesday","AVE","OFFENSE INVOLVING CHILDREN","66","20","RESIDENCE"
"3897",3911,2018-11-08 22:34:00,"006XX N HAMLIN AVE","502R","VEHICLE TITLE/REG OFFENSE","Yes","No","1122","011","27",2018,41.892259495,-87.721094832,2018-11-08,"22","Thursday","AVE","OTHER OFFENSE","23","26","STREET"
"3898",3912,2018-09-29 05:30:00,"015XX S PULASKI RD","0320","STRONGARM - NO WEAPON","No","No","1014","010","24",2018,41.859903508,-87.724986405,2018-09-29,"5","Saturday","RD","ROBBERY","29","03","SIDEWALK"
"3899",3913,2018-05-25 02:09:00,"041XX S ROCKWELL ST","0560","SIMPLE","No","Yes","0921","009","12",2018,41.818272247,-87.689608457,2018-05-25,"2","Friday","ST","ASSAULT","58","08A","RESIDENCE"
"3900",3914,2018-05-11 14:15:00,"056XX W ADDISON ST","0890","FROM BUILDING","No","No","1633","016","38",2018,41.945863902,-87.767912706,2018-05-11,"14","Friday","ST","THEFT","15","06","HOSPITAL BUILDING/GROUNDS"
"3901",3915,2018-05-28 02:00:00,"024XX W DIVISION ST","0610","FORCIBLE ENTRY","No","No","1212","012","26",2018,41.903003929,-87.688148277,2018-05-28,"2","Monday","ST","BURGLARY","24","05","RESTAURANT"
"3902",3916,2018-09-07 20:20:00,"001XX S STATE ST","0890","FROM BUILDING","No","No","0112","001","42",2018,41.880387322,-87.627731005,2018-09-07,"20","Friday","ST","THEFT","32","06","SMALL RETAIL STORE"
"3903",3917,2018-10-17 00:15:00,"003XX N AUSTIN BLVD","0890","FROM BUILDING","No","Yes","1512","015","29",2018,41.886142161,-87.7748517,2018-10-17,"0","Wednesday","BLVD","THEFT","25","06","APARTMENT"
"3904",3918,2018-05-14 14:30:00,"001XX E LOWER WACKER DR","0810","OVER $500","No","No","0114","001","42",2018,41.888190152,-87.623877108,2018-05-14,"14","Monday","DR","THEFT","32","06","STREET"
"3905",3919,2018-06-16 09:40:00,"055XX S DAMEN AVE","2017","MANU/DELIVER:CRACK","Yes","No","0715","007","15",2018,41.793055874,-87.674268243,2018-06-16,"9","Saturday","AVE","NARCOTICS","67","18","VEHICLE NON-COMMERCIAL"
"3906",3920,2018-02-21 07:18:00,"079XX S DOBSON AVE","0820","$500 AND UNDER","No","No","0624","006","8",2018,41.750875867,-87.599107855,2018-02-21,"7","Wednesday","AVE","THEFT","44","06","AUTO / BOAT / RV DEALERSHIP"
"3907",3921,2018-02-08 13:00:00,"001XX N WESTERN AVE","1110","BOGUS CHECK","No","No","1223","012","2",2018,41.884163773,-87.686516386,2018-02-08,"13","Thursday","AVE","DECEPTIVE PRACTICE","28","11","CURRENCY EXCHANGE"
"3908",3922,2018-07-29 16:15:00,"017XX W WALLEN AVE","2826","HARASSMENT BY ELECTRONIC MEANS","No","No","2432","024","49",2018,42.002589628,-87.673357469,2018-07-29,"16","Sunday","AVE","OTHER OFFENSE","1","26","APARTMENT"
"3909",3923,2018-06-13 20:30:00,"033XX N HALSTED ST","0520","AGGRAVATED:KNIFE/CUTTING INSTR","No","No","1924","019","44",2018,41.942935676,-87.649360582,2018-06-13,"20","Wednesday","ST","ASSAULT","6","04A","SIDEWALK"
"3910",3924,2018-08-27 19:45:00,"028XX W ROOSEVELT RD","0440","AGG: HANDS/FIST/FEET NO/MINOR INJURY","No","No","1022","010","24",2018,41.866483697,-87.698024304,2018-08-27,"19","Monday","RD","BATTERY","29","08B","CTA BUS"
"3911",3925,2018-03-14 09:11:00,"0000X N STATE ST","0860","RETAIL THEFT","No","No","0112","001","42",2018,41.88233367,-87.627841791,2018-03-14,"9","Wednesday","ST","THEFT","32","06","SMALL RETAIL STORE"
"3912",3926,2018-03-11 11:35:00,"111XX S MICHIGAN AVE","2023","POSS: HEROIN(BRN/TAN)","Yes","No","0531","005","9",2018,41.691319489,-87.621032204,2018-03-11,"11","Sunday","AVE","NARCOTICS","49","18","SIDEWALK"
"3913",3927,2018-10-27 12:50:00,"043XX W ADAMS ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1115","011","28",2018,41.877882471,-87.733591923,2018-10-27,"12","Saturday","ST","BATTERY","26","08B","APARTMENT"
"3914",3928,2018-03-24 19:00:00,"005XX N STATE ST","0890","FROM BUILDING","No","No","1831","018","42",2018,41.891201604,-87.628052725,2018-03-24,"19","Saturday","ST","THEFT","8","06","BAR OR TAVERN"
"3915",3929,2018-04-19 16:30:00,"0000X W CERMAK RD","0265","AGGRAVATED: OTHER","No","No","0131","001","3",2018,41.852901521,-87.628275435,2018-04-19,"16","Thursday","RD","CRIM SEXUAL ASSAULT","33","02","SCHOOL, PUBLIC, BUILDING"
"3916",3930,2018-03-05 10:00:00,"043XX N KIMBALL AVE","0890","FROM BUILDING","No","No","1724","017","33",2018,41.959672402,-87.713096633,2018-03-05,"10","Monday","AVE","THEFT","16","06","APARTMENT"
"3917",3931,2018-09-02 15:45:00,"095XX S EMERALD AVE","143A","UNLAWFUL POSS OF HANDGUN","Yes","No","2223","022","21",2018,41.720520766,-87.641973448,2018-09-02,"15","Sunday","AVE","WEAPONS VIOLATION","73","15","SIDEWALK"
"3918",3932,2018-06-04 13:07:00,"021XX W 73RD ST","0820","$500 AND UNDER","Yes","No","0735","007","17",2018,41.761129933,-87.676871188,2018-06-04,"13","Monday","ST","THEFT","67","06","STREET"
"3919",3933,2018-08-13 17:30:00,"027XX W DEVON AVE","1330","TO LAND","No","No","2412","024","50",2018,41.997574136,-87.698822712,2018-08-13,"17","Monday","AVE","CRIMINAL TRESPASS","2","26","DAY CARE CENTER"
"3920",3934,2018-11-24 17:30:00,"050XX S WINCHESTER AVE","5002","OTHER VEHICLE OFFENSE","No","Yes","0931","009","15",2018,41.802238272,-87.673315925,2018-11-24,"17","Saturday","AVE","OTHER OFFENSE","61","26","RESIDENCE"
"3921",3935,2018-03-22 22:00:00,"076XX S EAST END AVE","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0414","004","8",2018,41.756035376,-87.583421482,2018-03-22,"22","Thursday","AVE","BATTERY","43","08B","RESIDENCE"
"3922",3936,2018-08-25 02:00:00,"009XX S KEDZIE AVE","0820","$500 AND UNDER","No","No","1134","011","24",2018,41.869813946,-87.70577859,2018-08-25,"2","Saturday","AVE","THEFT","27","06","STREET"
"3923",3937,2018-08-10 17:15:00,"106XX S PULASKI RD","1330","TO LAND","Yes","No","2211","022","19",2018,41.7001681,-87.720682945,2018-08-10,"17","Friday","RD","CRIMINAL TRESPASS","74","26","SMALL RETAIL STORE"
"3924",3938,2018-07-09 16:45:00,"083XX S FRANCISCO AVE","0820","$500 AND UNDER","No","No","0835","008","18",2018,41.742389928,-87.695540837,2018-07-09,"16","Monday","AVE","THEFT","70","06","PARK PROPERTY"
"3925",3939,2018-10-14 22:20:00,"002XX N SACRAMENTO BLVD","0486","DOMESTIC BATTERY SIMPLE","No","Yes","1222","012","27",2018,41.885887384,-87.701342939,2018-10-14,"22","Sunday","BLVD","BATTERY","27","08B","APARTMENT"
"3926",3940,2018-11-30 23:00:00,"022XX W 111TH ST","0820","$500 AND UNDER","No","No","2212","022","19",2018,41.691818745,-87.678195162,2018-11-30,"23","Friday","ST","THEFT","75","06","RESIDENTIAL YARD (FRONT/BACK)"
"3927",3941,2018-08-20 05:30:00,"027XX S TROY ST","0498","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY","Yes","Yes","1033","010","12",2018,41.842165379,-87.703744116,2018-08-20,"5","Monday","ST","BATTERY","30","04B","RESIDENCE"
"3928",3942,2018-07-22 11:30:00,"005XX E 47TH ST","0486","DOMESTIC BATTERY SIMPLE","No","Yes","0223","002","3",2018,41.809436908,-87.613086023,2018-07-22,"11","Sunday","ST","BATTERY","38","08B","SIDEWALK"
"3929",3943,2018-01-30 15:20:00,"053XX N RAVENSWOOD AVE","0460","SIMPLE","No","No","2012","020","40",2018,41.979176677,-87.674401041,2018-01-30,"15","Tuesday","AVE","BATTERY","77","08B","APARTMENT"
"3930",3944,2018-05-01 10:30:00,"033XX W FILLMORE ST","2093","FOUND SUSPECT NARCOTICS","Yes","No","1134","011","24",2018,41.868180939,-87.709271389,2018-05-01,"10","Tuesday","ST","NARCOTICS","29","18","POLICE FACILITY/VEH PARKING LOT"
"3931",3945,2018-04-24 10:00:00,"013XX W HASTINGS ST","0820","$500 AND UNDER","No","No","1233","012","2",2018,41.864277077,-87.659931898,2018-04-24,"10","Tuesday","ST","THEFT","28","06","RESIDENCE"
"3932",3946,2018-06-28 14:00:00,"012XX W HENDERSON ST","1150","CREDIT CARD FRAUD","No","No","1924","019","44",2018,41.942556578,-87.660439431,2018-06-28,"14","Thursday","ST","DECEPTIVE PRACTICE","6","11","RESIDENCE"
"3933",3947,2018-02-20 11:00:00,"002XX W GARFIELD BLVD","031A","ARMED: HANDGUN","No","No","0225","002","3",2018,41.794555987,-87.630576503,2018-02-20,"11","Tuesday","BLVD","ROBBERY","37","03","SIDEWALK"
"3934",3948,2018-10-03 15:00:00,"028XX N MILWAUKEE AVE","0910","AUTOMOBILE","No","No","1412","014","35",2018,41.933528761,-87.714717151,2018-10-03,"15","Wednesday","AVE","MOTOR VEHICLE THEFT","21","07","PARKING LOT/GARAGE(NON.RESID.)"
"3935",3949,2018-04-03 00:34:00,"065XX S HARVARD AVE","2820","TELEPHONE THREAT","No","Yes","0722","007","20",2018,41.77543953,-87.633314847,2018-04-03,"0","Tuesday","AVE","OTHER OFFENSE","68","26","RESIDENCE"
"3936",3950,2018-08-24 20:29:00,"115XX S HALSTED ST","5007","OTHER WEAPONS VIOLATION","Yes","No","0524","005","34",2018,41.684809877,-87.642147208,2018-08-24,"20","Friday","ST","OTHER OFFENSE","53","26","GAS STATION"
"3937",3951,2018-11-21 22:00:00,"079XX S LAFAYETTE AVE","0460","SIMPLE","No","No","0623","006","17",2018,41.750574116,-87.625808585,2018-11-21,"22","Wednesday","AVE","BATTERY","44","08B","ALLEY"
"3938",3952,2018-07-03 11:13:00,"028XX W ROOSEVELT RD","5011","LICENSE VIOLATION","No","No","1135","011","28",2018,41.866507048,-87.696294883,2018-07-03,"11","Tuesday","RD","OTHER OFFENSE","29","26","RESTAURANT"
"3939",3953,2018-11-15 23:00:00,"0000X N MENARD AVE","0910","AUTOMOBILE","No","Yes","1513","015","29",2018,41.881106423,-87.769787582,2018-11-15,"23","Thursday","AVE","MOTOR VEHICLE THEFT","25","07","STREET"
"3940",3954,2018-08-20 10:30:00,"045XX S LOWE AVE","0820","$500 AND UNDER","No","No","0925","009","11",2018,41.812018411,-87.641977157,2018-08-20,"10","Monday","AVE","THEFT","61","06","RESIDENTIAL YARD (FRONT/BACK)"
